Testtaker ID,Country,Region,Gender,Age,Year,Highest Level of Education,School/University,First-generation university,Employment Status,Role Applied,Department / Interest,Past Test Taker,Prepared with Online Materials,Desired Office,Ecosystem %,Time Spent on Ecosystem,Redrock %,Time Spent on Redrock,Seawolf %,Time Spent on Seawolf,Total Product Score,Process Score,Resume Score,Total Assessment Score,Status
MCK3816,Turkey,Europe,Female,30,2020,Masters,Hacettepe University School of Business  ,Yes,Employed,Executive Assistant,Global Administration,Yes,No,Chile,94,20,62,27,82,26,79.33,97,68,81.44,Pass
MCK3817,Dominican Republic,Central and South America,Female,22,2018,Undergraduate,Universidad Central del Este  ,Yes,Student,Business Presentation Designer,Visual Graphics & Media,No,No,Azerbaijan,53,35,32,34,67,35,50.67,83,75,69.56,Fail
MCK3818,Qatar,Middle East,Non-Binary,30,2021,Masters,University of Science and Technology  ,No,Self Employed,Office Services Administrator,Global Administration,Yes,No,Guatemala,56,28,61,27,57,23,58,73,72,67.67,Fail
MCK3819,Germany,Europe,Non-Binary,28,2022,Masters,Technical University of Munich,Yes,Unemployed,Director of Public Affairs - US Federal,Communications,No,Yes,Mexico,80,17,48,29,78,20,68.67,68,83,73.22,Fail
MCK3820,United Arab Emirates,Middle East,Male,35,2025,Medical Doctor,United Arab Emirates University,Yes,Self Employed,Senior Service Designer,Visual Graphics & Media,No,Yes,Costa Rica,62,28,32,24,83,25,59,84,98,80.33,Pass
MCK3821,Indonesia,Asia Pacific,Female,30,2022,Masters,Universitas Maluku  ,Yes,Student,Finance Analyst,Finance,No,Yes,South Korea,63,16,81,28,60,21,68,72,85,75,Pass
MCK3822,Kenya,Africa,Female,23,2020,Ph.D.,Scott Christian University  ,No,Employed,Business Presentation Designer,Visual Graphics & Media,No,No,Singapore,63,32,56,33,62,35,60.33,75,100,78.44,Pass
MCK3823,United States,North America,Non-Binary,24,2023,Medical Doctor,University of Utah,Yes,Student,Junior Associate,Consulting,No,No,Egypt,77,35,66,35,78,33,73.67,69,73,71.89,Fail
MCK3824,Ethiopia,Africa,Female,27,2023,Ph.D.,St. Mary's University  ,Yes,Student,Consultant,Consulting,Yes,Yes,Argentina,74,15,37,24,96,16,69,94,88,83.67,Pass
MCK3825,Australia,Asia Pacific,Female,25,2023,MBA,James Cook University  ,Yes,Student,Senior Service Designer,Visual Graphics & Media,No,No,Egypt,69,32,54,33,69,35,64,83,100,82.33,Pass
MCK3826,Turkey,Europe,Female,26,2019,Masters,Marmara University School of Business  ,No,Self Employed,Executive Assistant,Global Administration,No,No,Brazil,71,30,34,34,79,35,61.33,78,93,77.44,Pass
MCK3827,Italy,Europe,Non-Binary,29,2021,Medical Doctor,University of Naples  ,No,Student,Communications Specialist - Sustainability,Communications,No,No,Turkey,63,30,55,34,96,32,71.33,79,82,77.44,Pass
MCK3828,Poland,Europe,Non-Binary,26,2018,MBA,Opole University of Technology  ,Yes,Employed,Accountant,Finance,Yes,No,Croatia,89,15,84,20,60,29,77.67,96,84,85.89,Pass
MCK3829,Nigeria,Africa,Non-Binary,26,2025,Masters,"Federal University of Agriculture, Abeokuta  ",No,Employed,Junior Associate,Consulting,Yes,Yes,Egypt,86,17,66,21,69,19,73.67,72,89,78.22,Pass
MCK3830,Turkey,Europe,Non-Binary,22,2022,Masters,Bahçeşehir University  ,No,Student,Data Engineer,Analytics,No,Yes,Kenya,64,24,76,19,62,26,67.33,69,89,75.11,Pass
MCK3831,Luxembourg,Europe,Non-Binary,27,2021,Masters,University of Luxembourg  ,No,Student,Director of Public Affairs - US Federal,Communications,No,No,Dominican Republic,77,30,74,33,55,35,68.67,71,61,66.89,Fail
MCK3832,Malaysia,Asia Pacific,Non-Binary,19,2022,Undergraduate,International Islamic University Malaysia  ,Yes,Self Employed,Consultant,Consulting,Yes,Yes,Chile,59,17,98,24,57,15,71.33,82,73,75.44,Pass
MCK3833,Romania,Europe,Non-Binary,26,2022,Law,Technical University of Cluj-Napoca  ,No,Employed,Executive Assistant,Global Administration,No,No,Malaysia,99,31,59,34,64,31,74,78,70,74,Fail
MCK3834,Romania,Europe,Female,21,2025,Undergraduate,University of Craiova Faculty of Law  ,Yes,Employed,Communications Specialist - Sustainability,Communications,No,No,Panama,70,35,59,33,90,34,73,97,70,80,Pass
MCK3835,United States,North America,Male,26,2022,Masters,University of Illinois,Yes,Student,Consultant,Consulting,Yes,Yes,Greece,86,16,57,23,42,20,61.67,63,73,65.89,Fail
MCK3836,Nigeria,Africa,Non-Binary,34,2024,Ph.D.,University of Ibadan  ,No,Self Employed,Executive Assistant,Global Administration,No,Yes,Japan,75,21,62,25,89,16,75.33,98,99,90.78,Pass
MCK3837,United Kingdom,Europe,Non-Binary,30,2025,MBA,University of Bradford  ,Yes,Self Employed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,Kenya,53,17,53,19,62,17,56,81,64,67,Fail
MCK3838,Turkey,Europe,Female,28,2022,Masters,İstanbul University Faculty of Arts  ,No,Unemployed,Executive Assistant,Global Administration,Yes,No,Egypt,74,18,61,29,77,16,70.67,93,79,80.89,Pass
MCK3839,Israel,Europe,Male,27,2019,MBA,Mishkenot Sha’ananim College  ,Yes,Employed,Office Services Administrator,Global Administration,Yes,No,Denmark,47,22,63,26,74,25,61.33,80,74,71.78,Fail
MCK3840,Philippines,Asia Pacific,Male,21,2021,Undergraduate,University of Makati  ,No,Student,Senior Service Designer,Visual Graphics & Media,Yes,No,Nigeria,76,19,57,30,19,19,50.67,87,85,74.22,Fail
MCK3841,Italy,Europe,Male,24,2024,Masters,University of Catania  ,No,Student,Accountant,Finance,Yes,Yes,Peru,84,16,45,18,79,20,69.33,76,96,80.44,Pass
MCK3842,Luxembourg,Europe,Non-Binary,26,2022,Masters,Luxembourg School of Business  ,Yes,Unemployed,Accountant,Finance,Yes,No,Greater China,94,16,35,28,79,23,69.33,69,82,73.44,Fail
MCK3843,Luxembourg,Europe,Female,24,2022,Masters,Sacred Heart University Luxembourg  ,Yes,Employed,Senior Service Designer,Visual Graphics & Media,No,Yes,Pakistan,56,19,59,20,68,17,61,76,70,69,Fail
MCK3844,Norway,Europe,Female,29,2024,Masters,Volda University College  ,No,Student,Data Analyst,Analytics,Yes,No,Japan,86,16,69,28,74,30,76.33,94,74,81.44,Pass
MCK3845,Finland,Europe,Female,31,2022,Ph.D.,Tampere University  ,No,Unemployed,Executive Assistant,Global Administration,No,No,Singapore,50,32,22,33,84,33,52,92,60,68,Fail
MCK3846,India,Asia Pacific,Female,23,2021,Ph.D.,IIM Ahmedabad,No,Self Employed,Communications Specialist - Sustainability,Communications,No,Yes,United States,86,25,45,21,75,20,68.67,67,90,75.22,Pass
MCK3847,Israel,Europe,Female,26,2024,Masters,Bezalel Academy of Arts and Design  ,No,Employed,Data Analyst,Analytics,No,No,Mexico,72,31,76,33,71,30,73,100,78,83.67,Pass
MCK3848,Italy,Europe,Female,23,2018,Masters,University of Turin  ,Yes,Unemployed,Executive Assistant,Global Administration,No,No,Poland,89,32,51,35,74,32,71.33,65,74,70.11,Fail
MCK3849,Thailand,Asia Pacific,Female,25,2025,MBA,Chulalongkorn University Graduate School  ,Yes,Unemployed,Business Presentation Designer,Visual Graphics & Media,No,No,Argentina,69,33,51,33,35,35,51.67,80,88,73.22,Fail
MCK3850,Morocco,Africa,Male,25,2022,Masters,Abdelmalek Essaâdi University  ,Yes,Self Employed,Data Engineer,Analytics,Yes,Yes,Pakistan,89,20,86,20,49,18,74.67,79,88,80.56,Pass
MCK3851,Colombia,Central and South America,Male,31,2022,MBA,Universidad EAN  ,Yes,Self Employed,Accountant,Finance,No,Yes,Pakistan,85,22,70,17,62,26,72.33,81,85,79.44,Pass
MCK3852,Greece,Europe,Female,23,2025,Masters,University of Alexandroupolis  ,No,Unemployed,Data Analyst,Analytics,No,Yes,Argentina,64,16,78,29,86,20,76,91,74,80.33,Pass
MCK3853,Morocco,Africa,Female,26,2018,Medical Doctor,Euromed University of Fes  ,No,Student,Executive Assistant,Global Administration,No,Yes,Angola,82,19,52,28,86,22,73.33,78,100,83.78,Pass
MCK3854,Luxembourg,Europe,Male,30,2023,Masters,LUNEX International University  ,Yes,Employed,Junior Associate,Consulting,Yes,Yes,Morocco,62,16,81,19,94,17,79,80,73,77.33,Pass
MCK3855,Brazil,Central and South America,Male,27,2021,Masters,Universidade de São Paulo,Yes,Student,Accountant,Finance,Yes,No,Egypt,93,28,65,24,32,23,63.33,72,99,78.11,Pass
MCK3856,Indonesia,Asia Pacific,Male,17,2021,High School,Universitas Nusa Cendana  ,No,Student,Data Analyst,Analytics,Yes,No,Croatia,72,15,86,27,84,17,80.67,97,99,92.22,Pass
MCK3857,Guatemala,Central and South America,Male,28,2018,MBA,Universidad San Carlos,No,Self Employed,Communications Specialist - Sustainability,Communications,No,Yes,Ethiopia,82,24,50,22,85,26,72.33,71,93,78.78,Pass
MCK3858,Romania,Europe,Non-Binary,19,2021,Undergraduate,University of Craiova Faculty of Philosophy  ,Yes,Self Employed,Director of Public Affairs - US Federal,Communications,Yes,Yes,Switzerland,51,19,57,21,96,15,68,72,68,69.33,Fail
MCK3859,Colombia,Central and South America,Male,21,2025,Undergraduate,Universidad Católica de Colombia  ,Yes,Unemployed,Consultant,Consulting,No,No,Netherlands,63,31,69,34,44,34,58.67,91,69,72.89,Fail
MCK3860,Costa Rica,Central and South America,Non-Binary,20,2021,Undergraduate,Universidad Americana,No,Unemployed,Business Presentation Designer,Visual Graphics & Media,No,No,United Arab Emirates,65,34,63,34,75,32,67.67,91,64,74.22,Fail
MCK3861,United Kingdom,Europe,Non-Binary,31,2022,MBA,University of Sussex  ,No,Unemployed,Finance Analyst,Finance,No,Yes,Indonesia,100,30,52,24,79,22,77,76,74,75.67,Pass
MCK3862,Colombia,Central and South America,Female,22,2022,Masters,Universidad Distrital Francisco José de Caldas  ,Yes,Self Employed,Junior Associate,Consulting,Yes,Yes,Singapore,83,16,51,24,84,19,72.67,73,80,75.22,Pass
MCK3863,Indonesia,Asia Pacific,Male,34,2022,Law,Universitas Nusa Cendana  ,Yes,Employed,Data Analyst,Analytics,No,No,Brazil,85,30,56,33,73,30,71.33,87,97,85.11,Pass
MCK3864,Kenya,Africa,Non-Binary,21,2024,Undergraduate,University of Nairobi  ,Yes,Self Employed,Junior Associate,Consulting,No,Yes,Ethiopia,61,30,47,27,70,20,59.33,81,96,78.78,Pass
MCK3865,Portugal,Europe,Male,27,2020,Ph.D.,University of Porto  ,No,Student,Consultant,Consulting,Yes,No,Azerbaijan,86,24,55,30,61,28,67.33,91,81,79.78,Pass
MCK3866,Luxembourg,Europe,Non-Binary,27,2024,MBA,European Business University of Luxembourg  ,Yes,Unemployed,Accountant,Finance,Yes,Yes,Guatemala,72,19,72,20,50,20,64.67,79,84,75.89,Pass
MCK3867,Netherlands,Europe,Male,34,2021,Ph.D.,Radboud University  ,No,Unemployed,Accountant,Finance,Yes,Yes,France,88,17,68,18,50,18,68.67,91,82,80.56,Pass
MCK3868,Thailand,Asia Pacific,Male,35,2024,Medical Doctor,Asian University of Thailand  ,Yes,Unemployed,Junior Associate,Consulting,Yes,No,Finland,71,27,70,25,41,23,60.67,78,98,78.89,Pass
MCK3869,Canada,North America,Non-Binary,33,2018,Medical Doctor,McGill University,No,Unemployed,Finance Analyst,Finance,Yes,Yes,Denmark,59,16,37,19,61,17,52.33,65,69,62.11,Fail
MCK3870,Azerbaijan,Asia Pacific,Female,28,2023,Ph.D.,Azerbaijan State Economic University (UNEC),No,Self Employed,Office Services Administrator,Global Administration,No,No,Ukraine,91,31,72,33,62,30,75,95,61,77,Pass
MCK3871,Nigeria,Africa,Male,35,2018,Post-Ph.D.,"Federal University of Petroleum Resources, Effurun  ",No,Employed,Business Presentation Designer,Visual Graphics & Media,No,Yes,Qatar,90,25,70,20,89,21,83,65,80,76,Pass
MCK3872,Mexico,North America,Non-Binary,27,2020,MBA,Universidad Autónoma de Baja California  ,Yes,Employed,Finance Analyst,Finance,No,Yes,Mexico,74,27,68,28,100,27,80.67,64,86,76.89,Pass
MCK3873,Kenya,Africa,Male,31,2022,Medical Doctor,Moi University  ,No,Student,Business Presentation Designer,Visual Graphics & Media,No,Yes,Italy,70,30,59,26,68,27,65.67,64,96,75.22,Pass
MCK3874,Germany,Europe,Female,25,2022,Undergraduate,Technical University of Munich,Yes,Self Employed,Consultant,Consulting,No,No,France,74,32,68,33,71,34,71,92,80,81,Pass
MCK3875,Brazil,Central and South America,Non-Binary,17,2021,High School,Escola Graduada de São Paulo,Yes,Unemployed,Data Engineer,Analytics,Yes,No,Portugal,55,18,60,25,62,15,59,100,94,84.33,Pass
MCK3876,Qatar,Middle East,Female,18,2020,Undergraduate,Qatar University College of Hospitality and Tourism  ,Yes,Self Employed,Data Engineer,Analytics,No,Yes,Mexico,49,16,77,29,62,19,62.67,91,75,76.22,Pass
MCK3877,Nigeria,Africa,Non-Binary,26,2020,Masters,University of Jos  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,No,Morocco,81,21,13,20,77,17,57,100,75,77.33,Pass
MCK3878,Bahrain,Middle East,Male,26,2021,MBA,Bahrain Institute of Banking and Finance (BIBF)  ,No,Student,Communications Specialist - Sustainability,Communications,Yes,No,Brazil,70,28,37,23,62,29,56.33,100,97,84.44,Pass
MCK3879,Dominican Republic,Central and South America,Female,28,2022,MBA,Universidad Católica del Cibao  ,Yes,Employed,Finance Analyst,Finance,Yes,No,Qatar,65,23,71,29,71,23,69,66,97,77.33,Pass
MCK3880,Philippines,Asia Pacific,Male,33,2020,Law,Silliman University  ,No,Student,Finance Analyst,Finance,No,No,South Africa,52,33,67,35,39,35,52.67,62,85,66.56,Fail
MCK3881,Turkey,Europe,Non-Binary,18,2021,Undergraduate,İstanbul Teknik Üniversitesi  ,Yes,Self Employed,Consultant,Consulting,No,No,Japan,58,31,60,33,61,31,59.67,89,74,74.22,Fail
MCK3882,Philippines,Asia Pacific,Male,16,2025,High School,University of La Salle  ,No,Student,Consultant,Consulting,No,Yes,Philippines,93,28,63,28,79,16,78.33,90,96,88.11,Pass
MCK3883,Morocco,Africa,Male,24,2025,MBA,Chouaib Doukkali University  ,Yes,Unemployed,Junior Associate,Consulting,No,Yes,Finland,85,16,53,18,54,20,64,86,81,77,Pass
MCK3884,South Africa,Africa,Male,19,2023,Undergraduate,University of Johannesburg Faculty of Humanities  ,Yes,Employed,Finance Analyst,Finance,No,Yes,New Zealand,74,21,73,25,67,18,71.33,72,97,80.11,Pass
MCK3885,Israel,Europe,Non-Binary,36,2020,Post-Ph.D.,The College of Management Academic Studies  ,No,Employed,Data Analyst,Analytics,No,Yes,Angola,84,19,60,28,47,21,63.67,88,65,72.22,Fail
MCK3886,Ireland,Europe,Female,28,2018,MBA,Mountview College of Music  ,No,Unemployed,Office Services Administrator,Global Administration,Yes,Yes,Singapore,53,16,83,23,52,15,62.67,89,74,75.22,Pass
MCK3887,Hungary,Europe,Non-Binary,24,2022,Masters,University of Miskolc  ,No,Unemployed,Data Engineer,Analytics,Yes,Yes,Chile,65,15,74,18,52,19,63.67,83,100,82.22,Pass
MCK3888,Ireland,Europe,Female,19,2025,Undergraduate,The Royal Irish Academy of Music  ,No,Employed,Office Services Administrator,Global Administration,Yes,No,Bahrain,65,29,57,25,65,19,62.33,74,66,67.44,Fail
MCK3889,Spain,Europe,Female,29,2022,Ph.D.,University of Oviedo  ,No,Student,Finance Analyst,Finance,Yes,Yes,Sweden,60,19,57,18,80,17,65.67,90,77,77.56,Pass
MCK3890,Chile,Central and South America,Female,26,2024,Masters,Universidad de Valparaíso  ,Yes,Employed,Office Services Administrator,Global Administration,Yes,No,Belgium,73,17,50,25,84,22,69,62,80,70.33,Fail
MCK3891,Brazil,Central and South America,Non-Binary,25,2025,Masters,Federal University of Rio de Janeiro,Yes,Employed,Accountant,Finance,Yes,No,Sweden,100,28,74,28,53,26,75.67,64,69,69.56,Fail
MCK3892,Poland,Europe,Female,18,2024,Undergraduate,Lublin University of Arts  ,No,Unemployed,Junior Associate,Consulting,No,No,Nigeria,59,35,67,33,73,32,66.33,80,71,72.44,Fail
MCK3893,Mexico,North America,Female,24,2021,MBA,Universidad de Guadalajara  ,No,Unemployed,Finance Analyst,Finance,No,No,Switzerland,57,33,64,35,71,34,64,75,73,70.67,Fail
MCK3894,Germany,Europe,Male,22,2025,Masters,Humboldt University of Berlin,Yes,Self Employed,Data Engineer,Analytics,Yes,No,Saudi Arabia,97,28,53,28,91,27,80.33,88,66,78.11,Pass
MCK3895,United Kingdom,Europe,Male,26,2018,MBA,University of Glasgow  ,Yes,Unemployed,Finance Analyst,Finance,No,No,Vietnam,96,31,50,34,75,35,73.67,85,91,83.22,Pass
MCK3896,Singapore,Asia Pacific,Male,20,2018,Undergraduate,Australian National University Singapore  ,No,Employed,Consultant,Consulting,Yes,Yes,Israel,72,17,56,25,74,18,67.33,78,76,73.78,Fail
MCK3897,Switzerland,Europe,Female,30,2019,MBA,Geneva Graduate Institute of Economics  ,Yes,Student,Data Analyst,Analytics,Yes,Yes,Mexico,63,16,36,18,62,19,53.67,69,78,66.89,Fail
MCK3898,Israel,Europe,Male,27,2024,Ph.D.,Sammy Ofer School of Communications  ,No,Student,Senior Service Designer,Visual Graphics & Media,No,Yes,Norway,93,19,57,20,70,20,73.33,88,100,87.11,Pass
MCK3899,South Africa,Africa,Male,30,2019,MBA,University of Stellenbosch Faculty of Arts and Social Sciences  ,No,Employed,Finance Analyst,Finance,Yes,Yes,Hungary,87,15,36,24,77,20,66.67,76,85,75.89,Pass
MCK3900,Kenya,Africa,Male,29,2023,Law,Kenyatta University  ,Yes,Self Employed,Data Analyst,Analytics,No,Yes,Mexico,100,27,61,25,41,22,67.33,63,97,75.78,Pass
MCK3901,Saudi Arabia,Middle East,Male,29,2022,Ph.D.,University of Taif Faculty of Law  ,Yes,Self Employed,Executive Assistant,Global Administration,No,No,Italy,74,33,69,34,72,31,71.67,94,82,82.56,Pass
MCK3902,United Kingdom,Europe,Female,25,2019,Undergraduate,University of Birmingham  ,No,Employed,Accountant,Finance,No,Yes,Austria,79,18,66,16,56,15,67,100,80,82.33,Pass
MCK3903,Costa Rica,Central and South America,Non-Binary,28,2018,Law,Universidad Nacional  ,Yes,Employed,Consultant,Consulting,No,Yes,Malaysia,63,29,54,28,76,22,64.33,81,63,69.44,Fail
MCK3904,Costa Rica,Central and South America,Non-Binary,22,2018,Masters,Instituto Tecnológico de Costa Rica  ,No,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Dominican Republic,57,18,91,20,34,15,60.67,85,72,72.56,Fail
MCK3905,Mexico,North America,Male,28,2024,Masters,Universidad de Guadalajara  ,No,Unemployed,Senior Service Designer,Visual Graphics & Media,Yes,No,Austria,49,22,68,30,77,24,64.67,69,93,75.56,Pass
MCK3906,South Korea,Asia Pacific,Male,30,2021,MBA,University of Gwangju  ,Yes,Self Employed,Junior Associate,Consulting,No,Yes,France,74,19,70,30,79,27,74.33,92,72,79.44,Pass
MCK3907,Turkey,Europe,Non-Binary,23,2022,Undergraduate,Şehir University  ,No,Self Employed,Senior Service Designer,Visual Graphics & Media,No,Yes,France,75,25,64,24,23,19,54,80,80,71.33,Fail
MCK3908,Ireland,Europe,Non-Binary,26,2023,MBA,St. Nicholas Montessori College  ,Yes,Unemployed,Consultant,Consulting,No,No,Egypt,73,32,59,35,99,31,77,76,61,71.33,Fail
MCK3909,Ecuador,Central and South America,Female,23,2021,Undergraduate,Universidad Técnica de Ambato  ,Yes,Self Employed,Data Analyst,Analytics,No,No,Brazil,63,33,59,35,91,34,71,70,96,79,Pass
MCK3910,Nigeria,Africa,Female,22,2025,Masters,Nigerian Defence Academy  ,Yes,Self Employed,Finance Analyst,Finance,No,No,Kuwait,83,32,60,33,84,34,75.67,62,83,73.56,Fail
MCK3911,United States,North America,Non-Binary,30,2022,Masters,"University of Tennessee, Chattanooga",Yes,Employed,Finance Analyst,Finance,No,No,Sri Lanka,63,33,86,35,80,33,76.33,65,98,79.78,Pass
MCK3912,Japan,Asia Pacific,Male,18,2023,Undergraduate,University of Tokyo  ,Yes,Unemployed,Finance Analyst,Finance,Yes,No,Thailand,51,26,51,28,38,26,46.67,73,100,73.22,Fail
MCK3913,Norway,Europe,Non-Binary,23,2019,Undergraduate,Norwegian University of Applied Sciences  ,Yes,Student,Junior Associate,Consulting,No,Yes,Turkey,87,26,68,27,63,22,72.67,92,95,86.56,Pass
MCK3914,Ireland,Europe,Female,27,2021,Masters,Kilroy's College  ,Yes,Unemployed,Office Services Administrator,Global Administration,No,No,Thailand,93,34,59,33,100,33,84,89,94,89,Pass
MCK3915,Vietnam,Asia Pacific,Male,33,2019,Post-Ph.D.,Lac Hong University  ,Yes,Student,Executive Assistant,Global Administration,No,Yes,Angola,57,23,70,20,64,24,63.67,99,74,78.89,Pass
MCK3916,United Kingdom,Europe,Female,30,2022,Masters,University of Leeds  ,Yes,Student,Director of Public Affairs - US Federal,Communications,Yes,Yes,Singapore,65,20,57,20,76,19,66,84,97,82.33,Pass
MCK3917,Colombia,Central and South America,Male,28,2023,MBA,Universidad de Medellín  ,No,Self Employed,Finance Analyst,Finance,Yes,Yes,Israel,76,15,70,24,79,17,75,84,81,80,Pass
